95,90,94,0,1
58,64,65,1,0
67,70,106,0,1
90,90,75,1,0
66,69,15,0,0
79,84,67,0,0
80,85,54,1,0
56,60,73,0,1
90,89,82,0,1
74,83,50,1,0
49,53,93,0,0
56,60,18,0,1
50,57,37,0,0
73,77,101,0,0
96,101,111,1,0
61,63,44,0,0
40,46,36,0,0
62,69,17,0,0
49,52,110,0,0
42,52,132,0,0
63,66,96,0,0
41,49,101,0,0
83,88,71,1,0
78,86,35,1,0
107,109,134,1,0
42,46,48,0,0
101,94,104,0,0
42,46,31,0,1
81,83,80,0,0
99,103,108,0,0
75,84,21,0,1
100,99,106,0,0
98,102,105,0,1
79,88,72,0,1
41,51,98,0,0
76,86,29,1,0
99,97,108,0,0
90,96,88,0,1
90,89,74,1,0
81,83,71,0,0
40,50,82,0,0
72,66,50,0,1
60,64,70,1,0
54,61,69,0,0
42,46,34,0,0
99,103,112,0,0
60,52,20,0,1
80,84,103,0,0
99,104,104,0,0
54,59,68,0,1
70,80,44,1,0
85,89,46,1,0
106,109,130,0,0
51,59,16,0,1
78,79,62,0,1
50,57,64,0,0
99,102,118,0,0
76,81,45,1,0
43,50,127,0,0
44,47,28,0,1
61,66,26,1,0
71,75,103,0,0
39,47,52,0,0
80,86,121,0,0
41,48,24,0,0
108,110,133,0,0
99,103,110,0,0
73,80,18,0,0
92,97,80,1,0
43,49,21,0,0
42,47,72,0,0
57,61,74,0,1
49,51,136,0,0
86,87,79,0,1
80,86,108,0,0
70,77,32,1,0
101,107,126,0,0
46,46,23,0,1
98,106,125,0,0
76,77,54,0,1
92,98,93,0,1
93,100,87,0,0
49,57,26,0,0
71,81,10,0,0
42,50,114,0,1
97,93,96,0,1
97,103,115,0,0
43,47,11,0,0
63,56,29,0,1
80,88,66,1,0
45,52,117,0,1
79,86,95,0,0
79,81,27,0,0
93,102,104,1,0
62,67,99,0,1
52,60,52,1,0
43,52,33,0,0
74,79,42,0,1
51,53,132,0,0
53,44,8,0,1
71,80,38,1,0
49,56,74,0,0
105,108,128,0,0
65,70,14,0,0
40,49,54,0,0
85,93,81,0,1
92,98,76,1,0
99,107,130,0,0
86,79,74,0,1
67,76,32,0,0
62,62,54,0,0
79,89,39,1,0
48,57,41,0,0
90,96,75,1,0
48,52,127,0,1
89,90,84,0,1
70,83,13,0,1
81,85,110,0,0
79,84,53,1,0
83,82,71,0,1
64,73,123,0,0
49,55,117,0,0
64,71,16,0,0
48,51,100,0,0
43,48,80,0,0
93,99,82,0,0
75,84,20,0,1
97,90,94,0,1
41,50,76,0,0
48,51,100,0,0
78,80,61,0,1
100,107,126,0,0
81,84,128,0,0
99,103,112,0,0
50,53,132,0,0
67,76,28,1,0
91,94,62,1,0
79,73,60,0,1
67,78,37,0,0
56,58,43,1,0
91,101,90,0,0
39,47,60,0,0
42,47,48,0,0
67,70,42,0,1
77,78,57,0,1
81,86,93,0,0
60,66,26,0,1
51,57,98,0,0
58,50,16,0,1
40,47,46,0,0
80,86,118,0,0
43,51,27,0,0
39,48,64,0,0
61,70,114,0,1
98,100,99,1,0
41,47,72,0,0
59,63,22,0,1
87,96,87,0,1
63,69,114,0,1
80,83,78,0,0
51,56,81,0,0
70,73,48,0,1
44,46,15,0,0
49,55,104,0,0
72,77,106,0,0
50,45,15,0,1
57,62,78,0,1
62,67,20,1,0
62,65,45,0,0
50,51,128,0,0
51,53,135,0,0
63,67,102,0,1
50,56,58,0,0
41,47,56,0,0
67,69,36,0,1
51,54,122,0,0
86,93,66,1,0
79,84,58,0,0
86,89,50,1,0
97,99,102,0,0
41,47,46,0,0
68,69,86,1,0
49,56,46,0,0
105,109,129,1,0
63,68,20,0,0
80,85,99,0,0
94,94,86,1,0
67,59,37,0,1
64,56,30,0,1
66,71,82,1,0
43,50,25,0,0
80,84,83,0,0
52,62,62,0,0
50,57,49,0,0
92,91,88,0,1
79,83,40,0,0
50,56,40,0,0
42,46,46,0,0
42,52,36,0,0
79,85,68,0,0
71,74,135,0,0
56,63,62,1,0
51,58,16,0,1
47,50,94,0,0
81,86,111,0,0
97,100,106,0,0
77,87,32,1,0
91,96,90,0,1
94,91,93,0,1
67,70,38,0,1
81,82,26,0,0
53,62,56,0,0
89,81,80,0,1
73,67,50,0,1
41,49,65,0,0
46,45,22,0,1
51,56,108,0,0
93,100,84,0,0
97,105,116,1,0
55,59,72,0,1
65,68,35,0,1
103,108,128,1,0
92,96,91,1,0
65,58,34,0,1
49,55,63,0,0
43,51,23,0,0
49,51,128,0,0
51,53,101,0,0
50,52,124,0,0
71,75,94,0,0
98,98,100,1,0
99,94,102,0,1
52,55,50,0,0
90,89,88,0,1
49,58,26,0,0
79,84,75,0,0
86,94,68,1,0
49,54,124,0,0
42,49,108,0,0
70,63,44,0,1
54,61,59,1,0
77,83,52,0,1
62,68,74,1,0
61,67,24,1,0
86,90,51,1,0
83,90,76,0,1
92,94,80,1,0
42,50,110,0,1
40,50,73,0,0
53,45,13,0,1
51,58,65,0,1
50,56,70,1,0
81,83,88,0,0
47,51,122,0,1
62,74,20,0,0
51,55,119,0,0
41,48,74,0,0
72,72,92,1,0
82,86,56,0,1
71,80,120,0,0
48,56,54,0,0
98,101,108,0,0
52,53,38,0,0
53,60,62,0,0
64,70,13,0,0
71,78,107,0,0
41,46,36,0,0
71,79,110,0,0
50,58,34,0,0
54,59,72,1,0
42,50,112,0,1
99,94,102,0,0
99,101,101,0,0
71,73,89,1,0
55,60,14,0,1
63,69,14,0,0
74,80,46,0,1
76,82,46,0,1
70,71,87,1,0
97,105,119,0,0
79,81,30,0,0
42,46,30,0,1
47,49,91,0,0
71,78,38,1,0
86,89,67,1,0
93,102,106,1,0
71,75,100,0,0
94,103,108,1,0
62,64,36,1,0
41,50,122,0,0
81,84,81,0,0
48,47,17,0,1
98,107,120,0,0
72,80,114,0,0
41,48,52,0,0
88,92,53,1,0
93,98,97,0,1
72,74,96,0,0
89,93,59,1,0
96,102,114,1,0
100,110,132,0,0
100,104,103,0,0
49,54,108,0,0
53,45,13,0,1
75,85,23,0,1
48,56,55,0,0
84,87,61,0,1
49,54,124,0,0
49,45,19,0,1
101,100,113,0,0
74,73,25,1,0
79,83,43,0,0
77,83,50,1,0
87,86,78,0,1
55,48,14,0,1
43,48,15,0,0
43,49,116,0,0
49,53,105,0,0
71,77,36,1,0
99,105,116,0,0
98,97,91,1,0
76,84,58,1,0
81,89,68,1,0
102,108,124,1,0
63,66,95,0,0
84,84,74,0,1
93,93,91,0,1
85,76,72,0,1
79,86,64,1,0
43,50,135,0,0
85,90,74,1,0
109,109,134,0,0
79,84,51,0,0
81,86,97,0,0
51,52,124,0,0
42,50,112,0,0
47,51,126,0,1
